FILIAL,DATA,DEBITO,CREDITO,VALOR,HISTORICO
,04/03/2022,10221,10164,2011.4,"10.01,CNF 631785752 / RC 632327125 / NFC-E 000061742 / RC 632326471"
,05/03/2022,10221,10164,773.0,"10.01,CNF 631892896 / RC 632390594 / NFC-E 000047105"
,05/03/2022,10221,10164,211.0,"10.01,CNF 632010517 / NFC-E 000039792 / RC 632272702"
,05/03/2022,10221,10164,2638.64,"10.01,CNF 632010643 / RC 632337304 / NFC-E 000047103"
,05/03/2022,10221,10164,696.4,"10.01,CNF 632262637 / NFC-E 000039800"
,05/03/2022,10221,10164,1388.9,"10.01,CNF 632262714 / NFC-E 000047110 / RC 632470033"
,05/03/2022,10221,10164,231.4,"10.01,CNF 632262775 / RC 632476879 / NFC-E 000039809"
,05/03/2022,10221,10164,269.6,"10.01,CNF 632361721 / RC 632502189 / NFC-E 000047116"
,05/03/2022,10221,10164,97.0,"10.01,CNF 632475269 / RC 632500375 / NFC-E 000007438"
,06/03/2022,10221,10164,1843.94,"10.01,CNF 632506005 / RC 633096842 / NFC-E 000061799"
,06/03/2022,10221,10164,1299.36,"10.01,CNF 632519080 / NFE 000016990"
,06/03/2022,10221,10164,2302.0,"10.01,CNF 632564265 / NFC-E 000039815 / RC 632585002 / RC 632585079"
,06/03/2022,10221,10164,619.44,"10.01,CNF 632565209 / NFC-E 000061794 / RC 633097019"
,06/03/2022,10221,10164,119.0,"10.01,CNF 632585624 / RC 632599005 / NFC-E 000039823"
,06/03/2022,10221,10164,854.0,"10.01,CNF 632596904 / NFC-E 000047149 / RC 632626145"
,06/03/2022,10221,10164,405.96,"10.01,CNF 632604722 / NFC-E 000039825 / RC 632625274"
,07/03/2022,10221,10164,456.34,"10.01,CNF 632653119 / NFC-E 000061800"
,07/03/2022,10221,10164,686.88,"10.01,CNF 632653221 / NFC-E 000039867"
,07/03/2022,10221,10164,539.0,"10.01,CNF 632667285 / NFE 000029973"
,07/03/2022,10221,10164,511.98,"10.01,CNF 632667971 / NFC-E 000047161"
,07/03/2022,10221,10164,2835.57,"10.01,CNF 632846580 / NFC-E 000061868 / NFC-E 000011336"
,07/03/2022,10221,10164,599.9,"10.01,CNF 632946498 / RC 639324934 / NFC-E 000040179"
,07/03/2022,10221,10164,560.7,"10.01,CNF 633005781 / NFE 000029975"
,07/03/2022,10221,10164,873.0,"10.01,CNF 633182064 / RC 633207140 / NFC-E 000047186"
,07/03/2022,10221,10164,311.0,"10.01,CNF 633198114 / RC 633217956 / NFC-E 000047192"
,08/03/2022,10221,10164,1600.2,"10.01,CNF 633198238 / NFC-E 000047197"
,08/03/2022,10221,10164,2558.88,"10.01,CNF 633217416 / NFC-E 000061866"
,08/03/2022,10221,10164,1314.7,"10.01,CNF 633403566 / NFC-E 000039880 / RC 633533352 / RC 633533504"
,08/03/2022,10221,10164,1047.6,"10.01,CNF 633505878 / NFC-E 000007808"
,08/03/2022,10221,10164,3645.8,"10.01,CNF 633550702 / NFC-E 000007809 / NFC-E 000061869"
,08/03/2022,10221,10164,4913.16,"10.01,CNF 633550822 / NFC-E 000061864"
,08/03/2022,10221,10164,1786.56,"10.01,CNF 633567707 / NFC-E 000061856"
,08/03/2022,10221,10164,3718.56,"10.01,CNF 633610858 / RC 634160171 / NFC-E 000061865"
,08/03/2022,10221,10164,1980.0,"10.01,CNF 633667726 / RC 635074507 / NFC-E 000061906"
,08/03/2022,10221,10164,442.44,"10.01,CNF 633685067 / NFC-E 000047210 / RC 633738809"
,08/03/2022,10221,10164,2998.36,"10.01,CNF 633731922 / NFC-E 000061872 / RC 634233138"
,09/03/2022,10221,10164,1175.7,"10.01,CNF 634082138 / NFC-E 000039909 / RC 634312347"
,09/03/2022,10221,10164,3037.5,"10.01,CNF 634109359 / NFC-E 000061908 / RC 635090518"
,09/03/2022,10221,10164,3220.72,"10.01,CNF 634109583 / NFC-E 000061918 / RC 634777263 / NFC-E 000010280"
,09/03/2022,10221,10164,1079.0,"10.01,CNF 634160732 / NFC-E 000061939"
,09/03/2022,10221,10164,497.71,"10.01,CNF 634160866 / NFE 000029985"
,09/03/2022,10221,10164,578.28,"10.01,CNF 634240656 / RC 634261013 / NFC-E 000007474"
,09/03/2022,10221,10164,1151.0,"10.01,CNF 634254734 / RC 634295471 / NFC-E 000039899"
,10/03/2022,10221,10164,735.62,"10.01,CNF 634284701 / RC 636165158 / NFC-E 000047309 / RC 636165063"
,10/03/2022,10221,10164,1952.85,"10.01,CNF 634294214 / NFC-E 000039916 / NFC-E 000028387"
,10/03/2022,10221,10164,254.76,"10.01,CNF 634464877 / NFC-E 000007481 / RC 634776176"
,10/03/2022,10221,10164,501.17,"10.01,CNF 634525939 / RC 635109465 / NFC-E 000061911"
,10/03/2022,10221,10164,422.42,"10.01,CNF 634774979 / NFC-E 000007489 / RC 634791836 / RC 634791783"
,11/03/2022,10221,10164,2153.0,"10.01,CNF 634943623 / NFC-E 000047415 / RC 638233423 / RC 638222971"
,11/03/2022,10221,10164,719.4,"10.01,CNF 634948034 / RC 635091903 / NFC-E 000061909"
,11/03/2022,10221,10164,486.5,"10.01,CNF 635059435 / NFC-E 000047242 / RC 635228170"
,11/03/2022,10221,10164,228.83,"10.01,CNF 635247872 / RC 635305823 / NFC-E 000047254"
,11/03/2022,10221,10164,322.3,"10.01,CNF 635247965 / NFC-E 000047256 / RC 635309549"
,12/03/2022,10221,10164,116.56,"10.01,CNF 635267330 / NFC-E 000039961 / RC 635576571"
,12/03/2022,10221,10164,782.8,"10.01,CNF 635267371 / RC 635617075 / NFC-E 000039962"
,11/03/2022,10221,10164,361.5,"10.01,CNF 635306670 / NFC-E 000039960 / RC 635309740"
,12/03/2022,10221,10164,554.16,"10.01,CNF 635310907 / NFC-E 000007506"
,12/03/2022,10221,10164,209.24,"10.01,CNF 635310943 / RC 635669103 / NFC-E 000007509"
,12/03/2022,10221,10164,1340.05,"10.01,CNF 635312675 / NFC-E 000020295"
,12/03/2022,10221,10164,655.0,"10.01,CNF 635484033 / RC 635780342 / NFC-E 000047261"
,12/03/2022,10221,10164,598.25,"10.01,CNF 635754790 / NFC-E 000062029"
,12/03/2022,10221,10164,259.2,"10.01,CNF 635762911 / NFC-E 000047264 / RC 635827915"
,12/03/2022,10221,10164,1796.7,"10.01,CNF 635763005 / RC 636050518 / NFC-E 000024340"
,12/03/2022,10221,10164,634.8,"10.01,CNF 635878173 / NFC-E 000007532 / RC 635882669"
,13/03/2022,10221,10164,974.0,"10.01,CNF 635884434 / NFC-E 000047283 / RC 635937227"
,13/03/2022,10221,10164,974.0,"10.01,CNF 635955840 / NFC-E 000047294 / RC 635964937"
,14/03/2022,10221,10164,632.55,"10.01,CNF 635967329 / RC 636493526 / NFC-E 000040022"
,14/03/2022,10221,10164,675.9,"10.01,CNF 636243292 / RC 636409475 / NFC-E 000047321"
,14/03/2022,10221,10164,261.15,"10.01,CNF 636243348 / RC 636409556 / NFC-E 000047322"
,14/03/2022,10221,10164,2008.65,"10.01,CNF 636418138 / NFC-E 000040014 / RC 636478092"
,14/03/2022,10221,10164,3115.05,"10.01,CNF 636465870 / RC 636481379 / NFC-E 000040018"
,15/03/2022,10221,10164,64.4,"10.01,CNF 636560051 / NFC-E 000040037 / RC 636693509"
,15/03/2022,10221,10164,245.71,"10.01,CNF 636560196 / RC 636731788 / NFC-E 000040040"
,15/03/2022,10221,10164,119.0,"10.01,CNF 636688247 / RC 636837729 / NFC-E 000040043"
,15/03/2022,10221,10164,477.35,"10.01,CNF 636760709 / RC 636908677 / NFC-E 000047335"
,15/03/2022,10221,10164,248.52,"10.01,CNF 636760894 / RC 636957539 / NFC-E 000040049"
,15/03/2022,10221,10164,113.43,"10.01,CNF 636944316 / RC 636986964 / NFC-E 000047349"
,16/03/2022,10221,10164,160.45,"10.01,CNF 636988101 / RC 637187832 / NFC-E 000007536"
,16/03/2022,10221,10164,655.0,"10.01,CNF 637123073 / RC 637295591 / NFC-E 000047359"
,16/03/2022,10221,10164,2139.6,"10.01,CNF 637123155 / NFC-E 000062046"
,16/03/2022,10221,10164,778.14,"10.01,CNF 637360661 / NFC-E 000062061"
,16/03/2022,10221,10164,170.0,"10.01,CNF 637360752 / RC 637403139 / NFC-E 000047370"
,16/03/2022,10221,10164,524.6,"10.01,CNF 637403427 / NFC-E 000062191"
,17/03/2022,10221,10164,1475.28,"10.01,CNF 637411047 / RC 638081280 / NFC-E 000062103"
,17/03/2022,10221,10164,169.06,"10.01,CNF 637420731 / RC 637607913 / NFC-E 000007548"
,17/03/2022,10221,10164,314.81,"10.01,CNF 637567641 / RC 637716638 / NFC-E 000040068"
,17/03/2022,10221,10164,1982.9,"10.01,CNF 637661393 / RC 637836174 / NFC-E 000047399"
,17/03/2022,10221,10164,295.4,"10.01,CNF 637721153 / RC 637822615 / NFC-E 000040077"
,17/03/2022,10221,10164,874.0,"10.01,CNF 637721213 / NFC-E 000040080 / RC 637822745"
,18/03/2022,10221,10164,2410.8,"10.01,CNF 637765332 / RC 638006944 / NFC-E 000047403"
,18/03/2022,10221,10164,512.52,"10.01,CNF 637765446 / NFC-E 000007564"
,18/03/2022,10221,10164,547.44,"10.01,CNF 637921477 / NFC-E 000040093 / RC 638161899"
,18/03/2022,10221,10164,338.6,"10.01,CNF 638107268 / NFC-E 000062134"
,18/03/2022,10221,10164,714.06,"10.01,CNF 638107349 / RC 638286428 / NFC-E 000007590"
,18/03/2022,10221,10164,561.28,"10.01,CNF 638107391 / RC 638269660 / NFC-E 000007584"
,18/03/2022,10221,10164,629.92,"10.01,CNF 638132011 / NFC-E 000047416 / RC 638250859"
,18/03/2022,10221,10164,2495.92,"10.01,CNF 638224243 / NFC-E 000007586 / RC 638283957"
,19/03/2022,10221,10164,4267.5,"10.01,CNF 638266684 / NFC-E 000042471"
,19/03/2022,10221,10164,637.9,"10.01,CNF 638266838 / NFC-E 000062159"
,19/03/2022,10221,10164,655.16,"10.01,CNF 638468712 / NFC-E 000040108 / RC 638660086"
,19/03/2022,10221,10164,2364.0,"10.01,CNF 638655535 / NFC-E 000062168"
,19/03/2022,10221,10164,307.23,"10.01,CNF 638684652 / RC 638729693 / NFC-E 000007606"
,19/03/2022,10221,10164,444.0,"10.01,CNF 638684726 / RC 638749730 / NFC-E 000047425"
,19/03/2022,10221,10164,3543.5,"10.01,CNF 638748940 / NFC-E 000040171"
,19/03/2022,10221,10164,606.16,"10.01,CNF 638749011 / RC 638780235 / NFC-E 000040128"
,19/03/2022,10221,10164,1566.44,"10.01,CNF 638763526 / RC 639688577 / NFC-E 000007621"
,19/03/2022,10221,10164,638.35,"10.01,CNF 638781253 / RC 638794813 / NFC-E 000047447"
,20/03/2022,10221,10164,255.52,"10.01,CNF 638796086 / RC 638856180 / NFC-E 000047450"
,20/03/2022,10221,10164,2410.48,"10.01,CNF 638846872 / NFC-E 000062158 / RC 639192901"
,20/03/2022,10221,10164,408.35,"10.01,CNF 638893133 / RC 638897785 / NFC-E 000040147"
,20/03/2022,10221,10164,557.17,"10.01,CNF 638893291 / NFE 000030005"
,20/03/2022,10221,10164,1654.4,"10.01,CNF 638898640 / RC 638903229 / NFC-E 000040153"
,21/03/2022,10221,10164,1599.0,"10.01,CNF 638900602 / NFC-E 000062188"
,21/03/2022,10221,10164,696.47,"10.01,CNF 638900620 / NFC-E 000062187"
,21/03/2022,10221,10164,205.0,"10.01,CNF 638917570 / NFC-E 000047472 / RC 639162607"
,21/03/2022,10221,10164,322.3,"10.01,CNF 639309051 / RC 639356919 / NFC-E 000040193"
,22/03/2022,10221,10164,170.0,"10.01,CNF 639371220 / RC 639502853 / NFC-E 000040199"
,22/03/2022,10221,10164,291.97,"10.01,CNF 639371278 / RC 639525062 / NFC-E 000007611"
,22/03/2022,10221,10164,295.4,"10.01,CNF 639498671 / RC 639682348 / NFC-E 000007618"
,23/03/2022,10221,10164,351.0,"10.01,CNF 639546240 / NFC-E 000040226"
,23/03/2022,10221,10164,654.0,"10.01,CNF 639546289 / NFC-E 000062206"
,23/03/2022,10221,10164,341.2,"10.01,CNF 639977494 / RC 640072030 / NFC-E 000040216"
,23/03/2022,10221,10164,1728.4,"10.01,CNF 640053054 / NFC-E 000040239"
,24/03/2022,10221,10164,129.66,"10.01,CNF 640074284 / NFE 000030017"
,25/03/2022,10221,10164,50.0,"10.01,CNF 640076446 / NFC-E 000009186"
,25/03/2022,10221,10164,858.18,"10.01,CNF 640076499 / NFC-E 000062250"
,24/03/2022,10221,10164,555.0,"10.01,CNF 640081948 / NFC-E 000007634 / RC 640295178"
,24/03/2022,10221,10164,3043.0,"10.01,CNF 640229303 / NFC-E 000007636 / NFC-E 000062238"
,24/03/2022,10221,10164,363.06,"10.01,CNF 640229375 / RC 640336043 / RC 640335948 / NFC-E 000047508"
,24/03/2022,10221,10164,205.94,"10.01,CNF 640312418 / NFC-E 000047514 / RC 640382590"
,26/03/2022,10221,10164,130.3,"10.01,CNF 640373959 / RC 641122583 / NFC-E 000040248"
,25/03/2022,10221,10164,328.6,"10.01,CNF 640644232 / NFC-E 000007656 / RC 640809539"
,26/03/2022,10221,10164,2976.8,"10.01,CNF 640745918 / RC 641728217 / NFC-E 000047558"
,26/03/2022,10221,10164,736.0,"10.01,CNF 640808407 / NFC-E 000062279"
,26/03/2022,10221,10164,592.75,"10.01,CNF 640810240 / NFC-E 000007669 / RC 641077265"
,26/03/2022,10221,10164,211.0,"10.01,CNF 641188968 / RC 641243347 / NFC-E 000040261"
,27/03/2022,10221,10164,181.4,"10.01,CNF 641294049 / NFC-E 000040280 / RC 641317048"
,28/03/2022,10221,10164,205.94,"10.01,CNF 641316711 / NFC-E 000047556 / RC 641683119"
,28/03/2022,10221,10164,853.0,"10.01,CNF 641346951 / NFC-E 000040292 / RC 641512430"
,28/03/2022,10221,10164,119.0,"10.01,CNF 641545837 / RC 641774617 / NFC-E 000047559"
,28/03/2022,10221,10164,898.0,"10.01,CNF 641545857 / NFE 000030029"
,29/03/2022,10221,10164,1778.4,"10.01,CNF 641666596 / RC 642115966 / NFC-E 000040314"
,29/03/2022,10221,10164,3045.76,"10.01,CNF 641666695 / NFC-E 000019876 / RC 642428176"
,28/03/2022,10221,10164,315.0,"10.01,CNF 641758736 / NFC-E 000047563 / RC 641788209"
,29/03/2022,10221,10164,3596.2,"10.01,CNF 641800200 / NFE 000030032"
,29/03/2022,10221,10164,409.12,"10.01,CNF 641949960 / RC 642248823 / NFC-E 000040319"
,29/03/2022,10221,10164,585.98,"10.01,CNF 641963584 / NFC-E 000007693 / RC 642887406"
,29/03/2022,10221,10164,199.52,"10.01,CNF 642130917 / RC 642274663 / NFC-E 000007677"
,29/03/2022,10221,10164,1964.7,"10.01,CNF 642317505 / NFE 000030041"
,30/03/2022,10221,10164,123.24,"10.01,CNF 642317560 / RC 642532010 / NFC-E 000040326"
,30/03/2022,10221,10164,519.0,"10.01,CNF 642651203 / NFC-E 000062325"
,30/03/2022,10221,10164,471.04,"10.01,CNF 642709552 / NFC-E 000062327"
,30/03/2022,10221,10164,225.64,"10.01,CNF 642743689 / NFC-E 000040343 / RC 642829034"
,30/03/2022,10221,10164,419.96,"10.01,CNF 642828068 / NFC-E 000034374"
,31/03/2022,10221,10164,272.3,"10.01,CNF 643078940 / RC 643324513 / NFC-E 000007697"
,31/03/2022,10221,10164,530.76,"10.01,CNF 643315273 / NFC-E 000007702"
,31/03/2022,10221,10164,985.3,"10.01,CNF 643469635 / NFE 000020611"
,01/03/2022,10221,10164,284.3,"10.01,NFC-E 000039736"
,01/03/2022,10221,10164,303.2,"10.01,NFC-E 000047047"
,01/03/2022,10221,10164,161.4,"10.01,NFC-E 000039722"
,01/03/2022,10221,10164,129.68,"10.01,NFC-E 000047050"
,01/03/2022,10221,10164,1722.36,"10.01,NFC-E 000047048"
,01/03/2022,10221,10164,999.0,"10.01,NFC-E 000047049"
,01/03/2022,10221,10164,1499.0,"10.01,NFC-E 000007356"
,01/03/2022,10221,10164,327.7,"10.01,NFC-E 000007363"
,01/03/2022,10221,10164,254.97,"10.01,NFC-E 000007366"
,01/03/2022,10221,10164,217.76,"10.01,NFC-E 000007369"
,02/03/2022,10221,10164,161.52,"10.01,NFC-E 000039747"
,01/03/2022,10221,10164,170.64,"10.01,NFC-E 000007370"
,01/03/2022,10221,10164,588.35,"10.01,NFC-E 000047053"
,02/03/2022,10221,10164,899.01,"10.01,NFC-E 000039750"
,02/03/2022,10221,10164,557.4,"10.01,NFC-E 000007378"
,02/03/2022,10221,10164,276.81,"10.01,NFC-E 000007379"
,02/03/2022,10221,10164,572.82,"10.01,NFC-E 000047065"
,02/03/2022,10221,10164,129.9,"10.01,NFC-E 000039751"
,02/03/2022,10221,10164,437.97,"10.01,NFC-E 000007381"
,02/03/2022,10221,10164,113.46,"10.01,NFC-E 000047069"
,02/03/2022,10221,10164,115.05,"10.01,NFC-E 000039762"
,02/03/2022,10221,10164,161.52,"10.01,NFC-E 000047078"
,03/03/2022,10221,10164,151.92,"10.01,NFC-E 000039769"
,03/03/2022,10221,10164,211.2,"10.01,NFC-E 000039771"
,03/03/2022,10221,10164,1610.0,"10.01,NFC-E 000047082"
,03/03/2022,10221,10164,89.9,"10.01,NFC-E 000047085"
,03/03/2022,10221,10164,261.4,"10.01,NFC-E 000007395"
,03/03/2022,10221,10164,89.9,"10.01,NFC-E 000007403"
,03/03/2022,10221,10164,111.44,"10.01,NFC-E 000007402"
,03/03/2022,10221,10164,1710.7,"10.01,NFC-E 000047089"
,03/03/2022,10221,10164,284.3,"10.01,NFC-E 000007404"
,03/03/2022,10221,10164,202.7,"10.01,NFC-E 000007406"
,03/03/2022,10221,10164,202.7,"10.01,NFC-E 000007407"
,03/03/2022,10221,10164,109.9,"10.01,NFC-E 000007409"
,04/03/2022,10221,10164,1546.68,"10.01,NFC-E 000047099"
,04/03/2022,10221,10164,346.47,"10.01,NFC-E 000047091"
,04/03/2022,10221,10164,1269.0,"10.01,NFC-E 000047092"
,04/03/2022,10221,10164,143.98,"10.01,NFC-E 000007412"
,04/03/2022,10221,10164,254.97,"10.01,NFC-E 000007413"
,05/03/2022,10221,10164,209.0,"10.01,NFC-E 000047106"
,04/03/2022,10221,10164,143.98,"10.01,NFC-E 000007426"
,04/03/2022,10221,10164,126.0,"10.01,NFC-E 000039783"
,04/03/2022,10221,10164,299.0,"10.01,NFC-E 000007428"
,04/03/2022,10221,10164,211.92,"10.01,NFC-E 000007429"
,04/03/2022,10221,10164,111.44,"10.01,NFC-E 000039787"
,04/03/2022,10221,10164,276.81,"10.01,NFC-E 000039788"
,05/03/2022,10221,10164,524.5,"10.01,NFC-E 000039793"
,05/03/2022,10221,10164,142.0,"10.01,NFC-E 000039796"
,05/03/2022,10221,10164,209.0,"10.01,NFC-E 000039798"
,05/03/2022,10221,10164,127.89,"10.01,NFC-E 000039799"
,05/03/2022,10221,10164,89.9,"10.01,NFC-E 000039808"
,05/03/2022,10221,10164,1049.0,"10.01,NFC-E 000047109"
,05/03/2022,10221,10164,230.68,"10.01,NFC-E 000039806"
,05/03/2022,10221,10164,899.0,"10.01,NFC-E 000047111"
,05/03/2022,10221,10164,269.23,"10.01,NFC-E 000007433"
,05/03/2022,10221,10164,649.0,"10.01,NFC-E 000007444"
,05/03/2022,10221,10164,569.2,"10.01,NFC-E 000007446"
,05/03/2022,10221,10164,708.56,"10.01,NFC-E 000007436"
,05/03/2022,10221,10164,149.0,"10.01,NFC-E 000047117"
,05/03/2022,10221,10164,58.9,"10.01,NFC-E 000047118"
,05/03/2022,10221,10164,217.76,"10.01,NFC-E 000007448"
,05/03/2022,10221,10164,340.64,"10.01,NFC-E 000007445"
,06/03/2022,10221,10164,217.76,"10.01,NFC-E 000047145"
,06/03/2022,10221,10164,217.76,"10.01,NFC-E 000047125"
,06/03/2022,10221,10164,599.0,"10.01,NFC-E 000039837"
,06/03/2022,10221,10164,1632.8,"10.01,NFC-E 000039817"
,06/03/2022,10221,10164,149.0,"10.01,NFC-E 000047127"
,06/03/2022,10221,10164,211.92,"10.01,NFC-E 000047128"
,06/03/2022,10221,10164,5.0,"10.01,NFC-E 000039822"
,06/03/2022,10221,10164,214.86,"10.01,NFC-E 000039824"
,06/03/2022,10221,10164,149.01,"10.01,NFC-E 000047137"
,06/03/2022,10221,10164,577.08,"10.01,NFC-E 000039830"
,06/03/2022,10221,10164,209.0,"10.01,NFC-E 000039835"
,06/03/2022,10221,10164,217.76,"10.01,NFC-E 000039836"
,06/03/2022,10221,10164,227.1,"10.01,NFC-E 000039839"
